Textos_espanol,sdg,palabras
"Argumenta en este amplio documento que la legitimidad del derecho internacional depende del principio de que los pactos deben respetarse, revisando las cuestiones de la autopreservaciÃ³n, la proporcionalidad y los derechos humanos en relaciÃ³n con esto. Se centra en la guerra econÃ³mica contra el terrorismo por parte de EEUU de forma preeminente, tal y como se expresa en la Ley PATRIOT y la Ley de Poderes EconÃ³micos de Emergencia Internacional y la Ley Antiterrorista y de Pena de Muerte Efectiva. Concluye que la Patriot Act y la Homeland Security Act otorgan al Ejecutivo poderes extraordinarios y bÃ©licos: pero las guerras tienen fin, mientras que el terrorismo no. Examina el papel de los tribunales federales de EEUU en el contexto de la seguridad nacional, la proporcionalidad y los derechos humanos, y los considera deficientes, informa de casos concretos relativos a los movimientos de resistencia iranÃes y su estatus en lo que respecta al terrorismo, y de los casos Bajkajian, Austin y Alexander en lo que respecta a la proporcionalidad. ",16,argument ampli document legitim derech internacional depend principi pact deb respet revis cuestion autopreservacia3n proporcional derech human relacia3n centr guerr econa3m terror part eeuu form preeminent tal expres ley patriot ley poder econa3m emergent internacional ley antiterror pen muert efect conclu patriot act homeland security act otorg ejecut poder extraordinari balic guerr fin mientr terror examin papel tribunal federal eeuu context segur nacional proporcional derech human consider deficient inform cas concret relat movimient resistent iran estatus respect terror cas bajkaji austin alexand respect proporcional argumenta amplio documento legitimidad derecho internacional depende principio pactos deben respetarse revisando cuestiones autopreservacia3n proporcionalidad derechos humanos relacia3n centra guerra econa3mica terrorismo parte eeuu forma preeminente tal expresa ley patriot ley poderes econa3micos emergencia internacional ley antiterrorista pena muerte efectiva concluye patriot act homeland security act otorgan ejecutivo poderes extraordinarios balicos guerras fin mientras terrorismo examina papel tribunales federales eeuu contexto seguridad nacional proporcionalidad derechos humanos considera deficientes informa casos concretos relativos movimientos resistencia iranaes estatus respecta terrorismo casos bajkajian austin alexander respecta proporcionalidad
"Pueden permitir un seguimiento puntual del despliegue de infraestructuras de energía limpia. También pueden ayudar al gobierno a hacer un seguimiento de la tasa de éxito de los proyectos de energía limpia, lo que puede orientar el apoyo futuro a las tecnologías de energía limpia, así como reforzar el argumento comercial para su presentación a los bancos nacionales. Por último, al igual que en el caso del despliegue de la generación, la expansión de la red tendrá que ser supervisada y evaluada a lo largo del tiempo para garantizar que la red sea capaz de dar cabida a una cuota cada vez mayor de generación de electricidad limpia. ",7,pued permit seguimient puntual desplieg infraestructur energi limpi tambi pued ayud gobiern hac seguimient tas exit proyect energi limpi pued orient apoy futur tecnologi energi limpi asi reforz argument comercial present banc nacional ultim igual cas desplieg gener expansion red tendr ser supervis evalu larg tiemp garantiz red capaz dar cab cuot cad vez mayor gener electr limpi pueden permitir seguimiento puntual despliegue infraestructuras energia limpia tambien pueden ayudar gobierno hacer seguimiento tasa exito proyectos energia limpia puede orientar apoyo futuro tecnologias energia limpia asi reforzar argumento comercial presentacion bancos nacionales ultimo igual caso despliegue generacion expansion red tendra ser supervisada evaluada largo tiempo garantizar red capaz dar cabida cuota cada vez mayor generacion electricidad limpia
"La emisión de C02 aumentaría un 0,9% si se aplica el mix de generación del Escenario 45015. Estos aumentos son desproporcionadamente modestos en comparación con el número de personas beneficiadas (AIE, 2009b). Estos apagones suelen deberse a cortes de carga, una práctica frecuente para compensar las deficiencias de generación cortando parcialmente parte de la carga a los usuarios. La Tabla 4 confirma que los cortes de electricidad son más frecuentes en los países no pertenecientes a la OCDE y perjudican la producción económica. El impacto económico subraya que cualquier inversión para reforzar el sistema eléctrico y aumentar la cantidad de electricidad para uso productivo aumenta los ingresos de las empresas. Así, la asequibilidad de los servicios eléctricos también aumenta y asegura la viabilidad financiera del servicio (AGEEC, 2010). ",7,emision c02 aumentari 09 si aplic mix gener escenari fortyfive thousand and fift aument desproporcion modest compar numer person benefici aie 2009b apagon suel deb cort carg practic frecuent compens deficient gener cort parcial part carg usuari tabl four confirm cort electr mas frecuent pais pertenecient ocde perjudic produccion econom impact econom subray cualqui inversion reforz sistem electr aument cantid electr uso product aument ingres empres asi asequibil servici electr tambi aument asegur viabil financ servici ageec two thousand and t emision c02 aumentaria 09 si aplica mix generacion escenario fortyfive thousand and fifteen aumentos desproporcionadamente modestos comparacion numero personas beneficiadas aie 2009b apagones suelen deberse cortes carga practica frecuente compensar deficiencias generacion cortando parcialmente parte carga usuarios tabla four confirma cortes electricidad mas frecuentes paises pertenecientes ocde perjudican produccion economica impacto economico subraya cualquier inversion reforzar sistema electrico aumentar cantidad electricidad uso productivo aumenta ingresos empresas asi asequibilidad servicios electricos tambien aumenta asegura viabilidad financiera servicio ageec two thousand and ten
"La Ley de Derechos Civiles de 1964 es uno de los mayores logros de la historia de Estados Unidos. Aunque la ley ilegalizó la discriminación, su eficacia, especialmente la del Título VII relativo al ámbito laboral, sigue siendo muy discutida. Los autores sostienen que los cambios legales sólo producen integración racial en el lugar de trabajo en la medida en que existen presiones políticas adicionales sobre las empresas para que eliminen la segregación. Examinan la fluctuación de la presión política nacional para hacer cumplir la ley de igualdad de oportunidades en el empleo y los mandatos de acción afirmativa como influencias clave en el ritmo de la desegregación racial en el lugar de trabajo y exploran las trayectorias de la integración de blancos y negros en los lugares de trabajo de EE.UU. desde 1966. Sus resultados muestran que, aunque las presiones federales y estatales en favor de la igualdad de oportunidades en el empleo tuvieron éxitos iniciales en la reducción de la segregación racial en los lugares de trabajo, se ha avanzado poco desde principios de la década de 1980. Llegan a la conclusión de que la desegregación racial es un proceso en curso mediado políticamente, no un resultado natural o inevitable de las... ",16,ley derech civil one thousand nine hundred and sixtyfour mayor logr histori unid aunqu ley ilegaliz discrimin eficaci especial titul vii relat ambit laboral sig siend discut autor sostien cambi legal sol produc integr racial lug trabaj med exist presion polit adicional empres elimin segreg examin fluctuacion presion polit nacional hac cumpl ley iguald oportun emple mandat accion afirm influenci clav ritm desegreg racial lug trabaj explor trayectori integr blanc negr lugar trabaj eeuu one thousand nine hundred and sixtysix result muestr aunqu presion federal estatal favor iguald oportun emple exit inicial reduccion segreg racial lugar trabaj avanz principi dec one thousand nine hundred and eighty lleg conclusion desegreg racial proces curs medi polit result natural inevit ley derechos civiles one thousand nine hundred and sixtyfour mayores logros historia unidos aunque ley ilegalizo discriminacion eficacia especialmente titulo vii relativo ambito laboral sigue siendo discutida autores sostienen cambios legales solo producen integracion racial lugar trabajo medida existen presiones politicas adicionales empresas eliminen segregacion examinan fluctuacion presion politica nacional hacer cumplir ley igualdad oportunidades empleo mandatos accion afirmativa influencias clave ritmo desegregacion racial lugar trabajo exploran trayectorias integracion blancos negros lugares trabajo eeuu one thousand nine hundred and sixtysix resultados muestran aunque presiones federales estatales favor igualdad oportunidades empleo exitos iniciales reduccion segregacion racial lugares trabajo avanzado principios decada one thousand nine hundred and eighty llegan conclusion desegregacion racial proceso curso mediado politicamente resultado natural inevitable
"Este artículo explora las manifestaciones de corrupción entre los funcionarios locales y los jueces reales que ejercían la autoridad en nombre del rey. Explora las complejas y a menudo contradictorias percepciones de la mala praxis oficial entre estos hombres. El rey, en particular, comprendía el peligro de que sus representantes mancillaran la reputación de la corona. Sin embargo, las medidas adoptadas para combatir la corrupción fueron en su mayoría ineficaces y a menudo resultaron ser retórica vacía. El debate muestra cómo las nuevas nociones de servicio público y responsabilidad chocaban con las antiguas formas de organización social y política basadas en el señorío y la jerarquía. TambiÃ©n sugiere que fue al abordar y finalmente atajar la corrupciÃ³n donde pueden encontrarse los orÃgenes de un ""servicio civil"". ",16,articul explor manifest corrupcion funcionari local juec real ejerci autor nombr rey explor complej menud contradictori percepcion mal praxis oficial hombr rey particul comprendi peligr represent mancill reput coron embarg med adopt combat corrupcion mayori ineficac menud result ser retor vaci debat muestr nuev nocion servici public respons choc antigu form organiz social polit bas senori jerarqui tambi sugier abord final ataj corrupcia3n pued encontr oragen servici civil articulo explora manifestaciones corrupcion funcionarios locales jueces reales ejercian autoridad nombre rey explora complejas menudo contradictorias percepciones mala praxis oficial hombres rey particular comprendia peligro representantes mancillaran reputacion corona embargo medidas adoptadas combatir corrupcion mayoria ineficaces menudo resultaron ser retorica vacia debate muestra nuevas nociones servicio publico responsabilidad chocaban antiguas formas organizacion social politica basadas senorio jerarquia tambian sugiere abordar finalmente atajar corrupcia3n pueden encontrarse oragenes servicio civil
"Esta situación se complica aún más por el bajísimo índice de recaudación de las tasas de consumo de agua, que para los hogares oscila entre el 12% y el 80% de la factura enviada por la empresa de suministro de agua, con una media nacional del 45% (Capítulo 5). La responsabilidad del control de la calidad del agua potable recae en el Departamento de Seguridad Alimentaria, Veterinaria y Protección Fitosanitaria del Ministerio de Agricultura, que organiza licitaciones para el análisis de la calidad del agua potable en laboratorios acreditados. En caso de situación de emergencia, los resultados se comunican a los municipios y, en caso de riesgos sanitarios, al centro público de enfermedades del Ministerio de Sanidad, Trabajo y Protección Social (MHLSP) e incluso al Consejo de Ministros cuando es necesario. ",6,situacion complic aun mas bajisim indic recaud tas consum agu hogar oscil twelv eighty factur envi empres suministr agu medi nacional fortyfiv capitul fiv respons control calid agu potabl reca departament segur alimentari veterinari proteccion fitosanitari ministeri agricultur organiz licit analisis calid agu potabl laboratori acredit cas situacion emergent result comunic municipi cas riesg sanitari centr public enfermedad ministeri sanid trabaj proteccion social mhlsp inclus consej ministr necesari situacion complica aun mas bajisimo indice recaudacion tasas consumo agua hogares oscila twelve eighty factura enviada empresa suministro agua media nacional fortyfive capitulo five responsabilidad control calidad agua potable recae departamento seguridad alimentaria veterinaria proteccion fitosanitaria ministerio agricultura organiza licitaciones analisis calidad agua potable laboratorios acreditados caso situacion emergencia resultados comunican municipios caso riesgos sanitarios centro publico enfermedades ministerio sanidad trabajo proteccion social mhlsp incluso consejo ministros necesario
"Sinopsis Dado que las mujeres reciben sistemáticamente menos atención que los hombres en la consolidación de la paz y que el análisis de género rara vez informa las estrategias relacionadas con la transformación de conflictos, este artículo examina cómo un proyecto PEACE III de la Unión Europea (UE), titulado Mujeres y Consolidación de la Paz: Sharing the Learning, aborda esta carencia. Cuestiona la naturaleza jerárquica del diálogo sobre la consolidación de la paz en una sociedad en situación de posconflicto y sugiere cómo puede cambiarse. Muestra cÃ³mo los activistas y los responsables polÃticos pueden comprometerse mÃ¡s en torno a la resoluciÃ³n 1325 del Consejo de Seguridad de las Naciones Unidas sobre la mujer, la paz y la seguridad, y sostiene que si los funcionarios gubernamentales hubieran adoptado un sistema de formulaciÃ³n de polÃticas mÃ¡s contextualizado y ascendente, podrÃan haber engendrado una transformaciÃ³n social dentro de los procesos mÃ¡s amplios de transiciÃ³n posconflicto. 1 Las conclusiones del proyecto se enmarcan en el contexto de los discursos dominantes sobre la paz y la seguridad y deberÃan ser relevantes para quienes participan en la aplicaciÃ³n de la resoluciÃ³n 1325 del Consejo de Seguridad de las Naciones Unidas en otras sociedades en situaciÃ³n de posconflicto. ",16,sinopsis dad mujer recib sistemat men atencion hombr consolid paz analisis gener rar vez inform estrategi relacion transform conflict articul examin proyect peac iii union europe ue titul mujer consolid paz sharing the learning abord carenci cuestion naturalez jerarqu dialog consolid paz socied situacion posconflict sugier pued cambi muestr ca3m activ respons polat pued compromet mas torn resolucia3n one thousand three hundred and twentyfiv consej segur nacion unid muj paz segur sostien si funcionari gubernamental adopt sistem formulacia3n polat mas contextualiz ascendent podr hab engendr transformacia3n social dentr proces mas ampli transicia3n posconflict one conclusion proyect enmarc context discurs domin paz segur deber ser relev particip aplicacia3n resolucia3n one thousand three hundred and twentyfiv consej segur nacion unid sociedad situacia3n posconflict sinopsis dado mujeres reciben sistematicamente menos atencion hombres consolidacion paz analisis genero rara vez informa estrategias relacionadas transformacion conflictos articulo examina proyecto peace iii union europea ue titulado mujeres consolidacion paz share the learn aborda carencia cuestiona naturaleza jerarquica dialogo consolidacion paz sociedad situacion posconflicto sugiere puede cambiarse muestra ca3mo activistas responsables polaticos pueden comprometerse mas torno resolucia3n one thousand three hundred and twentyfive consejo seguridad naciones unidas mujer paz seguridad sostiene si funcionarios gubernamentales adoptado sistema formulacia3n polaticas mas contextualizado ascendente podraan haber engendrado transformacia3n social dentro procesos mas amplios transicia3n posconflicto one conclusiones proyecto enmarcan contexto discursos dominantes paz seguridad deberaan ser relevantes participan aplicacia3n resolucia3n one thousand three hundred and twentyfive consejo seguridad naciones unidas sociedades situacia3n posconflicto
"Dado que el agua es un recurso local con fuertes características territoriales, la explicación de la participación de los agentes subnacionales reside principalmente en teorías relacionadas con los bienes públicos locales y la necesidad de mecanismos descentralizados para lograr una asignación óptima. Pero en la práctica, la aplicación de un sistema óptimo de asignación del agua varía mucho de un país a otro y rara vez implica una delegación total de la responsabilidad en los niveles inferiores de gobierno. La gestión del agua suele ser una responsabilidad compartida entre los distintos niveles de gobierno.",6,dad agu recurs local fuert caracterist territorial explic particip agent subnacional resid principal teori relacion bien public local neces mecan descentraliz logr asign optim practic aplic sistem optim asign agu vari pais rar vez implic deleg total respons nivel inferior gobiern gestion agu suel ser respons compart distint nivel gobiern dado agua recurso local fuertes caracteristicas territoriales explicacion participacion agentes subnacionales reside principalmente teorias relacionadas bienes publicos locales necesidad mecanismos descentralizados lograr asignacion optima practica aplicacion sistema optimo asignacion agua varia pais rara vez implica delegacion total responsabilidad niveles inferiores gobierno gestion agua suele ser responsabilidad compartida distintos niveles gobierno
"Este capítulo identifica y considera el impacto de los derechos humanos sobre la religión y las organizaciones religiosas, incluidas las organizaciones benéficas religiosas, basándose en la jurisprudencia derivada de: la Ley de Igualdad de 2010, el artículo 14 del Convenio Europeo y el derecho a no sufrir discriminación por motivos como la religión, el artículo 9 y el derecho a la libertad de pensamiento, conciencia y religión, el artículo 11 y el derecho a la libertad de asociación, el artículo 18 del Pacto Internacional de Derechos Civiles y Políticos, y el artículo 2 del Protocolo 1.",16,capitul identif consider impact derech human religion organiz religi inclu organiz benef religi bas jurisprudent deriv ley iguald two thousand and t articul fourt conveni europe derech sufr discrimin motiv religion articul nin derech libert pensamient concienci religion articul elev derech libert asoci articul eight pact internacional derech civil polit articul two protocol one capitulo identifica considera impacto derechos humanos religion organizaciones religiosas incluidas organizaciones beneficas religiosas basandose jurisprudencia derivada ley igualdad two thousand and ten articulo fourteen convenio europeo derecho sufrir discriminacion motivos religion articulo nine derecho libertad pensamiento conciencia religion articulo eleven derecho libertad asociacion articulo eighteen pacto internacional derechos civiles politicos articulo two protocolo one
"En muchos paÃses han surgido nuevos tribunales especializados, tanto en respuesta a la presiÃ³n internacional en favor de una reforma legal como por propia elecciÃ³n de los Estados. Entre estos tribunales se encuentran los especializados en la lucha contra la corrupciÃ³n. El Tribunal Indonesio de Delitos de CorrupciÃ³n de Yakarta, establecido originalmente por ley en 2002, adquiriÃ³ prominencia y notoriedad por su tasa de condena cercana al 100% en mÃ¡s de 250 casos. Sin embargo, en 2010, la competencia exclusiva sobre los casos de corrupción fue ""descentralizada"" a tribunales especiales de corrupción establecidos en las 34 capitales provinciales de Indonesia. La prudencia de esta medida ha sido muy criticada, y se ha cuestionado si estos tribunales regionales han mantenido la profesionalidad del tribunal Ãºnico de Yakarta. Este documento examina la razÃ³n de ser de la creaciÃ³n de estos tribunales y si las tasas de condena son indicadores Ãºtiles de su rendimiento.",16,paas surg nuev tribunal especializ respuest presia3n internacional favor reform legal propi eleccia3n tribunal encuentr especializ luch corrupcia3n tribunal indonesi delit corrupcia3n yakart establec original ley two thousand and tw adquiria3 prominent notoried tas conden cercan one hundr mas two hundred and fifty cas embarg two thousand and t competent exclus cas corrupcion descentraliz tribunal especial corrupcion establec thirtyfour capital provincial indonesi prudenci med sid critic cuestion si tribunal regional manten profesional tribunal aonic yakart document examin raza3n ser creacia3n tribunal si tas conden indic aotil rendimient paases surgido nuevos tribunales especializados respuesta presia3n internacional favor reforma legal propia eleccia3n tribunales encuentran especializados lucha corrupcia3n tribunal indonesio delitos corrupcia3n yakarta establecido originalmente ley two thousand and two adquiria3 prominencia notoriedad tasa condena cercana one hundred mas two hundred and fifty casos embargo two thousand and ten competencia exclusiva casos corrupcion descentralizada tribunales especiales corrupcion establecidos thirtyfour capitales provinciales indonesia prudencia medida sido criticada cuestionado si tribunales regionales mantenido profesionalidad tribunal aonico yakarta documento examina raza3n ser creacia3n tribunales si tasas condena indicadores aotiles rendimiento
"Partiendo de la base de que la conectividad entre los Estados y el tratado es un requisito previo para la traducción de impacto, este capítulo introduce los conceptos de conectividad de principio y sustantiva. El primero estÃ¡ compuesto por la ratificaciÃ³n de la ConvenciÃ³n sobre la EliminaciÃ³n de Todas las Formas de DiscriminaciÃ³n contra la Mujer (CEDAW), las reservas y la ratificaciÃ³n del Protocolo Facultativo (OP). El segundo estÃ¡ compuesto por los hÃ¡bitos de presentaciÃ³n de informes de los Estados Partes y la frecuencia de diÃ¡logo con el ComitÃ©. Este capÃtulo se pregunta si los niveles de conectividad dependen de alguna de las siguientes caracterÃsticas: pertenencia a una determinada regiÃ³n del mundo, tipo de rÃ©gimen y nivel de igualdad de gÃ©nero de facto a nivel nacional. El capítulo revela que muchos más Estados han alcanzado un alto nivel de conectividad de principios que de conectividad sustantiva significativa. Esto se debe principalmente a que la disciplina de presentación de informes de la mayoría de los Estados Partes no es óptima.",16,part bas conect trat requisit previ traduccion impact capitul introduc concept conect principi sustant primer compuest ratificacia3n convencia3n eliminacia3n tod form discriminacia3n muj cedaw reserv ratificacia3n protocol facult op segund compuest habit presentacia3n inform part frecuenci dialog comit capatul pregunt si nivel conect depend algun siguient caracterast pertenent determin regia3n mund tip ragim nivel iguald ganer fact nivel nacional capitul revel mas alcanz alto nivel conect principi conect sustant signific deb principal disciplin present inform mayori part optim partiendo base conectividad tratado requisito previo traduccion impacto capitulo introduce conceptos conectividad principio sustantiva primero compuesto ratificacia3n convencia3n eliminacia3n todas formas discriminacia3n mujer cedaw reservas ratificacia3n protocolo facultativo op segundo compuesto habitos presentacia3n inform part frecuencia dialogo comita capatulo pregunta si niveles conectividad dependen alguna siguientes caracterasticas pertenencia determinada regia3n mundo tipo ragimen nivel igualdad ganero facto nivel nacional capitulo revela mas alcanzado alto nivel conectividad principios conectividad sustantiva significativa debe principalmente disciplina presentacion inform mayoria part optima
